0.000	15.085	15.038	15.088	41.755	38.623	53.369	17.193	14.826	15.531	8.906
0.004	15.084	15.037	15.078	41.740	38.609	53.223	17.102	14.830	15.535	8.907
0.008	15.081	15.039	15.079	41.759	38.597	53.210	17.133	14.835	15.539	8.908
0.013	15.085	15.041	15.076	41.824	38.607	53.122	17.099	14.839	15.542	8.909
0.017	15.083	15.048	15.074	41.853	38.701	53.117	17.099	14.844	15.546	8.910
0.021	15.076	15.045	15.070	41.822	38.683	53.124	17.120	14.848	15.550	8.911
0.025	15.069	15.043	15.075	41.815	38.735	53.157	17.135	14.853	15.554	8.913
0.029	15.077	15.042	15.079	41.851	38.738	53.320	17.275	14.857	15.557	8.914
0.033	15.083	15.050	15.089	41.888	38.843	53.388	17.317	14.861	15.561	8.915
0.038	15.089	15.053	15.098	41.962	38.883	53.498	17.336	14.866	15.565	8.916
0.042	15.096	15.043	15.091	42.009	38.778	53.473	17.347	14.870	15.569	8.917
0.046	15.085	15.043	15.080	41.942	38.772	53.315	17.216	14.875	15.572	8.918
0.050	15.077	15.032	15.077	41.878	38.637	53.276	17.193	14.879	15.576	8.919
0.054	15.085	15.033	15.073	41.896	38.623	53.217	17.157	14.884	15.580	8.920
0.058	15.087	15.051	15.077	41.896	38.802	53.212	17.108	14.888	15.584	8.922
0.063	15.087	15.052	15.084	41.903	38.818	53.249	17.120	14.892	15.587	8.923
0.067	15.090	15.055	15.082	41.904	38.865	53.243	17.097	14.897	15.591	8.924
0.071	15.082	15.052	15.082	41.830	38.873	53.237	17.059	14.901	15.595	8.925
0.075	15.079	15.045	15.084	41.809	38.815	53.261	17.085	14.906	15.599	8.926
0.079	15.081	15.043	15.084	41.800	38.796	53.276	17.105	14.910	15.602	8.927
0.083	15.082	15.040	15.084	41.796	38.747	53.274	17.119	14.914	15.606	8.928
0.088	15.083	15.040	15.080	41.789	38.757	53.281	17.131	14.916	15.609	8.929
0.092	15.081	15.041	15.080	41.762	38.792	53.282	17.100	14.917	15.611	8.930
0.096	15.083	15.041	15.079	41.725	38.786	53.343	17.222	14.918	15.613	8.930
0.100	15.082	15.043	15.082	41.735	38.846	53.367	17.220	14.919	15.616	8.931
0.104	15.087	15.045	15.084	41.725	38.848	53.396	17.323	14.920	15.618	8.931
0.108	15.087	15.042	15.081	41.715	38.786	53.388	17.326	14.921	15.621	8.932
0.113	15.085	15.044	15.077	41.709	38.792	53.350	17.281	14.922	15.623	8.932
0.117	15.082	15.046	15.077	41.688	38.746	53.325	17.279	14.923	15.625	8.933
0.121	15.080	15.046	15.077	41.652	38.721	53.306	17.338	14.925	15.628	8.933
0.125	15.079	15.046	15.082	41.629	38.674	53.322	17.373	14.926	15.630	8.934
0.129	15.082	15.044	15.083	41.635	38.660	53.294	17.352	14.927	15.633	8.934
0.133	15.084	15.047	15.083	41.638	38.659	53.296	17.359	14.928	15.635	8.935
0.138	15.084	15.044	15.083	41.632	38.656	53.291	17.332	14.929	15.638	8.935
0.142	15.086	15.045	15.083	41.640	38.659	53.285	17.330	14.930	15.640	8.936
0.146	15.085	15.047	15.085	41.647	38.655	53.285	17.344	14.931	15.642	8.936
0.150	15.084	15.040	15.086	41.634	38.534	53.296	17.394	14.932	15.645	8.937
0.154	15.086	15.040	15.082	41.654	38.504	53.214	17.353	14.933	15.647	8.937
0.158	15.081	15.035	15.077	41.645	38.347	53.185	17.398	14.934	15.650	8.938
0.163	15.082	15.033	15.067	41.634	38.321	53.151	17.406	14.935	15.652	8.939
0.167	15.078	15.044	15.070	41.639	38.368	53.154	17.426	14.936	15.655	8.939
0.171	15.079	15.047	15.073	41.647	38.362	53.320	17.574	14.937	15.655	8.940
0.175	15.079	15.048	15.081	41.669	38.427	53.366	17.601	14.938	15.656	8.940
0.179	15.083	15.047	15.084	41.700	38.430	53.366	17.588	14.939	15.656	8.941
0.183	15.083	15.044	15.084	41.700	38.443	53.378	17.583	14.940	15.656	8.942
0.188	15.085	15.041	15.082	41.706	38.444	53.264	17.438	14.941	15.656	8.942
0.192	15.086	15.043	15.078	41.715	38.413	53.218	17.426	14.942	15.657	8.943
0.196	15.082	15.045	15.078	41.677	38.416	53.226	17.464	14.943	15.657	8.943
0.200	15.079	15.040	15.080	41.651	38.339	53.222	17.493	14.944	15.657	8.944
0.204	15.084	15.043	15.081	41.690	38.343	53.262	17.535	14.945	15.658	8.945
0.208	15.083	15.046	15.085	41.674	38.416	53.290	17.521	14.946	15.658	8.945
0.213	15.087	15.044	15.091	41.713	38.410	53.289	17.479	14.947	15.658	8.946
0.217	15.091	15.045	15.085	41.752	38.461	53.256	17.435	14.948	15.658	8.947
0.221	15.088	15.045	15.079	41.743	38.460	53.142	17.373	14.949	15.659	8.947
0.225	15.088	15.051	15.082	41.741	38.467	53.162	17.380	14.950	15.659	8.948
0.229	15.089	15.051	15.082	41.741	38.473	53.252	17.450	14.951	15.659	8.949
0.233	15.089	15.054	15.087	41.735	38.483	53.297	17.473	14.952	15.660	8.949
0.238	15.089	15.052	15.091	41.711	38.484	53.445	17.581	14.953	15.660	8.950
0.242	15.092	15.046	15.088	41.708	38.491	53.460	17.566	14.954	15.660	8.950
0.246	15.088	15.047	15.083	41.673	38.503	53.424	17.522	14.955	15.660	8.951
0.250	15.085	15.046	15.084	41.653	38.540	53.409	17.494	14.956	15.661	8.952
0.254	15.084	15.045	15.084	41.619	38.547	53.338	17.443	14.957	15.661	8.950
0.258	15.081	15.039	15.082	41.576	38.467	53.324	17.451	14.957	15.661	8.948
0.263	15.086	15.039	15.079	41.611	38.455	53.249	17.397	14.957	15.661	8.946
0.267	15.085	15.041	15.078	41.617	38.418	53.224	17.385	14.958	15.660	8.944
0.271	15.085	15.043	15.072	41.625	38.417	53.180	17.381	14.958	15.660	8.942
0.275	15.081	15.052	15.078	41.625	38.460	53.196	17.414	14.958	15.660	8.940
0.279	15.083	15.051	15.088	41.616	38.457	53.323	17.515	14.959	15.660	8.938
0.283	15.084	15.050	15.089	41.638	38.422	53.347	17.565	14.959	15.660	8.936
0.288	15.087	15.049	15.093	41.668	38.409	53.350	17.558	14.959	15.660	8.934
0.292	15.090	15.043	15.088	41.686	38.385	53.313	17.518	14.960	15.660	8.932
0.296	15.085	15.041	15.076	41.650	38.371	53.141	17.414	14.960	15.660	8.930
0.300	15.080	15.042	15.079	41.592	38.400	53.149	17.372	14.960	15.660	8.928
0.304	15.084	15.041	15.079	41.597	38.419	53.225	17.393	14.961	15.660	8.926
0.309	15.085	15.046	15.083	41.606	38.462	53.253	17.410	14.961	15.660	8.924
0.313	15.087	15.047	15.088	41.635	38.471	53.382	17.491	14.961	15.659	8.922
0.317	15.090	15.045	15.085	41.656	38.453	53.394	17.507	14.962	15.659	8.920
0.321	15.082	15.042	15.082	41.608	38.439	53.333	17.446	14.962	15.659	8.918
0.325	15.075	15.032	15.078	41.609	38.373	53.297	17.447	14.962	15.659	8.915
0.329	15.080	15.029	15.072	41.618	38.357	53.177	17.397	14.963	15.659	8.913
0.334	15.078	15.038	15.072	41.627	38.430	53.158	17.384	14.963	15.659	8.911
0.338	15.084	15.040	15.071	41.693	38.435	53.202	17.434	14.961	15.658	8.906
0.342	15.085	15.049	15.077	41.711	38.484	53.233	17.452	14.959	15.656	8.899
0.346	15.081	15.047	15.078	41.692	38.489	53.268	17.464	14.956	15.655	8.891
0.350	15.078	15.042	15.079	41.670	38.435	53.281	17.490	14.953	15.653	8.883
0.354	15.078	15.039	15.080	41.636	38.418	53.234	17.469	14.950	15.652	8.876
0.359	15.079	15.039	15.079	41.612	38.399	53.221	17.452	14.947	15.650	8.868
0.363	15.081	15.043	15.081	41.609	38.403	53.274	17.501	14.944	15.649	8.861
0.367	15.082	15.036	15.082	41.612	38.310	53.263	17.518	14.941	15.647	8.853
0.371	15.084	15.035	15.077	41.638	38.304	53.240	17.509	14.938	15.646	8.846
0.375	15.081	15.039	15.075	41.627	38.358	53.246	17.494	14.936	15.644	8.838
0.379	15.083	15.041	15.078	41.658	38.376	53.309	17.517	14.933	15.643	8.831
0.384	15.083	15.050	15.079	41.689	38.529	53.315	17.485	14.930	15.641	8.823
0.388	15.080	15.050	15.086	41.674	38.531	53.356	17.519	14.927	15.640	8.816
0.392	15.079	15.039	15.084	41.673	38.471	53.364	17.544	14.924	15.638	8.808
0.396	15.079	15.033	15.077	41.657	38.445	53.276	17.444	14.921	15.636	8.801
0.400	15.079	15.033	15.077	41.635	38.436	53.272	17.422	14.918	15.635	8.793
0.404	15.087	15.037	15.075	41.690	38.452	53.313	17.470	14.916	15.633	8.786
0.409	15.090	15.048	15.082	41.690	38.530	53.344	17.461	14.913	15.632	8.778
0.413	15.091	15.051	15.085	41.705	38.555	53.380	17.493	14.910	15.630	8.771
0.417	15.089	15.049	15.084	41.682	38.543	53.383	17.489	14.907	15.629	8.763
0.421	15.080	15.044	15.083	41.579	38.537	53.320	17.409	14.904	15.628	8.756
0.425	15.076	15.033	15.078	41.540	38.428	53.286	17.403	14.902	15.628	8.750
0.429	15.077	15.032	15.071	41.517	38.396	53.187	17.358	14.900	15.627	8.743
0.434	15.076	15.036	15.075	41.514	38.401	53.190	17.376	14.898	15.627	8.737
0.438	15.084	15.037	15.074	41.566	38.403	53.226	17.408	14.896	15.627	8.731
0.442	15.084	15.049	15.080	41.590	38.529	53.254	17.411	14.894	15.627	8.724
0.446	15.086	15.049	15.087	41.598	38.541	53.410	17.540	14.892	15.627	8.718
0.450	15.087	15.041	15.085	41.606	38.483	53.440	17.559	14.890	15.626	8.711
0.454	15.088	15.042	15.079	41.631	38.496	53.447	17.548	14.887	15.626	8.705
0.459	15.085	15.045	15.078	41.613	38.480	53.434	17.551	14.885	15.626	8.699
0.463	15.085	15.047	15.079	41.592	38.483	53.426	17.568	14.883	15.626	8.692
0.467	15.085	15.051	15.081	41.563	38.502	53.432	17.572	14.881	15.626	8.686
0.471	15.081	15.048	15.086	41.529	38.481	53.413	17.546	14.879	15.625	8.679
0.475	15.083	15.040	15.085	41.681	38.436	53.462	17.732	14.877	15.625	8.673
0.479	15.087	15.039	15.081	41.869	38.435	53.407	17.605	14.875	15.625	8.667
0.484	15.087	15.043	15.079	41.988	38.476	53.447	17.741	14.872	15.625	8.660
0.488	15.084	15.043	15.077	42.092	38.474	53.463	17.708	14.870	15.625	8.654
0.492	15.082	15.042	15.077	42.047	38.450	53.447	17.654	14.868	15.624	8.647
0.496	15.083	15.041	15.075	41.997	38.445	53.491	17.756	14.866	15.624	8.641
0.500	15.082	15.043	15.077	42.036	38.433	53.494	17.808	14.864	15.624	8.635
0.504	15.086	15.045	15.078	42.076	38.436	53.529	17.865	14.852	15.624	8.631
0.509	15.087	15.050	15.079	42.111	38.433	53.563	17.936	14.826	15.626	8.633
0.513	15.084	15.050	15.081	42.115	38.429	53.584	17.921	14.799	15.628	8.634
0.517	15.082	15.043	15.081	42.078	38.344	53.584	17.910	14.773	15.629	8.636
0.521	15.083	15.041	15.077	42.073	38.321	53.556	17.888	14.746	15.631	8.637
0.525	15.083	15.044	15.080	42.016	38.388	53.538	17.810	14.720	15.632	8.639
0.529	15.087	15.045	15.082	42.014	38.389	53.483	17.774	14.694	15.634	8.640
0.534	15.088	15.047	15.083	41.979	38.454	53.472	17.694	14.667	15.635	8.642
0.538	15.088	15.048	15.083	41.939	38.463	53.396	17.631	14.641	15.637	8.643
0.542	15.087	15.045	15.080	41.918	38.431	53.364	17.588	14.614	15.638	8.645
0.546	15.084	15.044	15.074	41.870	38.424	53.334	17.570	14.588	15.640	8.646
0.550	15.080	15.047	15.078	41.874	38.436	53.328	17.574	14.561	15.641	8.648
0.554	15.086	15.047	15.083	41.887	38.445	53.404	17.657	14.535	15.643	8.649
0.559	15.087	15.049	15.086	41.918	38.465	53.430	17.694	14.509	15.644	8.651
0.563	15.091	15.048	15.087	41.944	38.459	53.458	17.724	14.482	15.646	8.652
0.567	15.092	15.049	15.084	41.965	38.477	53.454	17.720	14.456	15.648	8.654
0.571	15.087	15.048	15.080	41.932	38.467	53.476	17.729	14.429	15.649	8.655
0.575	15.083	15.046	15.082	41.925	38.417	53.479	17.763	14.403	15.651	8.657
0.579	15.086	15.045	15.081	41.933	38.415	53.503	17.787	14.376	15.652	8.658
0.584	15.086	15.047	15.083	41.940	38.407	53.540	17.848	14.350	15.654	8.660
0.588	15.090	15.049	15.082	41.984	38.415	53.574	17.878	14.329	15.655	8.663
0.592	15.089	15.048	15.083	41.996	38.449	53.613	17.887	14.320	15.654	8.668
0.596	15.086	15.046	15.079	41.994	38.452	53.609	17.858	14.312	15.654	8.674
0.600	15.080	15.038	15.079	41.979	38.415	53.615	17.866	14.303	15.654	8.680
0.605	15.085	15.037	15.074	42.033	38.403	53.562	17.825	14.295	15.653	8.685
0.609	15.085	15.046	15.076	42.062	38.453	53.570	17.868	14.286	15.653	8.691
0.613	15.087	15.051	15.081	42.116	38.464	53.651	17.925	14.278	15.652	8.697
0.617	15.090	15.050	15.082	42.144	38.435	53.667	17.964	14.269	15.652	8.702
0.621	15.085	15.049	15.080	42.122	38.431	53.629	17.910	14.261	15.652	8.708
0.625	15.081	15.044	15.079	42.098	38.399	53.617	17.906	14.252	15.651	8.714
0.630	15.085	15.042	15.080	42.099	38.397	53.575	17.863	14.244	15.651	8.720
0.634	15.086	15.053	15.082	42.088	38.495	53.570	17.848	14.235	15.650	8.725
0.638	15.088	15.054	15.092	42.095	38.487	53.620	17.905	14.227	15.650	8.731
0.642	15.090	15.046	15.089	42.084	38.432	53.609	17.881	14.218	15.650	8.737
0.646	15.088	15.042	15.080	42.063	38.422	53.455	17.743	14.210	15.649	8.742
0.650	15.084	15.043	15.078	42.018	38.422	53.434	17.679	14.201	15.649	8.748
0.655	15.086	15.045	15.077	42.156	38.437	53.448	17.361	14.193	15.648	8.754
0.659	15.085	15.051	15.080	42.285	38.467	53.451	17.378	14.184	15.648	8.759
0.663	15.080	15.052	15.080	42.613	38.460	53.486	17.074	14.176	15.648	8.765
0.667	15.074	15.039	15.079	42.698	38.300	53.497	17.151	14.167	15.647	8.771
0.671	15.076	15.034	15.069	42.922	38.269	53.408	17.032	14.164	15.647	8.776
0.675	15.074	15.041	15.071	42.892	38.339	53.398	16.984	14.185	15.645	8.780
0.680	15.081	15.045	15.071	42.953	38.345	53.381	16.996	14.206	15.643	8.783
0.684	15.082	15.055	15.075	42.973	38.519	53.380	16.936	14.227	15.642	8.787
0.688	15.077	15.055	15.081	42.953	38.540	53.385	16.872	14.247	15.640	8.791
0.692	15.072	15.037	15.082	42.896	38.378	53.384	16.872	14.268	15.639	8.795
0.696	15.075	15.031	15.077	42.858	38.345	53.324	16.826	14.289	15.637	8.798
0.700	15.074	15.020	15.074	42.824	38.197	53.283	16.808	14.310	15.635	8.802
0.705	15.077	15.022	15.061	42.779	38.201	53.178	16.833	14.330	15.634	8.806
0.709	15.071	15.028	15.062	42.828	38.316	53.154	16.837	14.351	15.632	8.809
0.713	15.073	15.030	15.060	42.839	38.316	53.188	16.916	14.372	15.631	8.813
0.717	15.072	15.039	15.068	42.846	38.420	53.224	16.919	14.393	15.629	8.817
0.721	15.076	15.040	15.071	42.872	38.422	53.327	17.035	14.414	15.628	8.820
0.725	15.076	15.044	15.073	42.816	38.419	53.350	17.028	14.434	15.626	8.824
0.730	15.075	15.044	15.070	42.697	38.430	53.372	17.119	14.455	15.624	8.828
0.734	15.076	15.055	15.077	42.640	38.538	53.403	17.092	14.476	15.623	8.831
0.738	15.078	15.054	15.088	42.483	38.527	53.546	17.357	14.497	15.621	8.835
0.742	15.085	15.051	15.088	42.375	38.522	53.564	17.304	14.517	15.620	8.839
0.746	15.084	15.052	15.097	42.196	38.535	53.660	17.460	14.538	15.618	8.843
0.750	15.083	15.029	15.085	42.043	38.344	53.611	17.381	14.559	15.616	8.846
0.755	15.081	15.024	15.069	41.874	38.332	53.361	17.227	14.578	15.615	8.850
0.759	15.078	15.031	15.069	41.795	38.444	53.344	17.104	14.582	15.615	8.852
0.763	15.082	15.030	15.065	41.777	38.457	53.220	17.040	14.585	15.615	8.855
0.767	15.079	15.035	15.064	41.798	38.567	53.191	16.992	14.589	15.616	8.858
0.771	15.078	15.037	15.061	41.768	38.577	53.160	17.038	14.592	15.616	8.860
0.775	15.072	15.039	15.065	41.822	38.543	53.171	17.142	14.595	15.616	8.863
0.780	15.074	15.038	15.060	41.823	38.531	53.202	17.201	14.599	15.616	8.865
